26,46.168723
31,46.197749
36,46.215257
41,46.226624
46,46.234418
51,46.239994
56,46.244120
61,46.247258
66,46.249700
71,46.251638
76,46.253202
81,46.254482
86,46.255542
91,46.256431
96,46.257183
