26,38.169593
31,39.372080
36,40.264069
41,40.951908
46,41.498410
51,41.943042
56,42.311839
61,42.622666
66,42.888188
71,43.117633
76,43.317883
81,43.494175
86,43.650565
91,43.790242
96,43.915749
